Unique Custodians,Match
"STIFEL, NICOLAUS & COMPANY, INCORPORATED",Stifel Nicolaus & Company
"STIFEL, NICOLAUS & COMPANY, INCORPORATED",Stifel Nicolaus & Company
STOCKBROKERS MALAWI LIMITED,Stockbrokers Malawi
SUNTRUST BANK,SunTrust Banks
SUNTRUST BANK,SunTrust Banks
SUNTRUST BANK,SunTrust Banks
"SUNTRUST BANK, N.A.",SunTrust Banks
"SUNTRUST BANKS, INC.",SunTrust Banks
"SUNTRUST INVESTMENT SERVICES, INC.",SunTrust Banks
"SUNTRUST ROBINSON HUMPHREY, INC.",SunTrust Banks
SVENSKA HANDELSBANKEN AB,Svenska Handelsbanken
SWISSQUOTE BANK SA,Swissquote Bank
TADAWUL,Tadawul
TD AMERITRADE,TD Ameritrade
"TD AMERITRADE CLEARING, INC.",TD Ameritrade
TD AMERITRADE INSTITUTIONAL,TD Ameritrade
"TD AMERITRADE, INC.",TD Ameritrade
"TD AMERITRADE, INC.",TD Ameritrade
"TD AMERITRADE, INC.",TD Ameritrade
"TD AMERITRADE, INC.",TD Ameritrade
"TD AMERITRADE, INC.",TD Ameritrade
TD BANK,TD Bank
TD BANK,TD Bank
"TD BANK, N.A.",TD Bank
"TD BANK, N.A.",TD Bank
"TD BANK, N.A.",TD Bank
"TD BANK, N.A.",TD Bank
"TD BANK, N.A.",TD Bank
"TD BANK, NA",TD Bank
TD SECURITIES,TD Securities
TD SECURITIES INC.,TD Securities
TD SECURITIES INC.,TD Securities
TD SECURITIES INC.,TD Securities
TD SECURITIES INC.,TD Securities
TD SECURITIES INC.,TD Securities
TD SECURITIES INC.,TD Securities
TEXAS CAPITAL BANK,Texas Capital Bank
TEXAS CAPITAL BANK,Texas Capital Bank
TEXAS CAPITAL BANK N.A.,Texas Capital Bank
"TEXAS CAPITAL BANK, N.A.",Texas Capital Bank
"TEXAS CAPITAL BANK, N.A.",Texas Capital Bank
"TEXAS CAPITAL BANK, NA",Texas Capital Bank
THE BANK OF NEW YORK,BNY Mellon
THE BANK OF NEW YORK,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON,BNY Mellon
THE BANK OF NEW YORK MELLON (AIS PRIME CUSTODY),BNY Mellon
THE BANK OF NEW YORK MELLON (AIS PRIME CUSTODY),BNY Mellon
THE BANK OF NEW YORK MELLON (LONDON BRANCH),BNY Mellon
THE BANK OF NEW YORK MELLON (LONDON BRANCH),BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
THE BANK OF NEW YORK MELLON CORPORATION,BNY Mellon
"THE BANK OF NEW YORK MELLON SA/NV, LONDON BRANCH",BNY Mellon
"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A.",BNY Mellon
"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A.",BNY Mellon
"THE BANK OF NEW YORK MELLON TRUST COMPANY, NATIONAL ASSOCIATION",BNY Mellon
"THE BANK OF NEW YORK TRUST COMPANY, N.A.",BNY Mellon
THE NORTHERN TRUST CO.,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST COMPANY,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANK CORP,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING COPRORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORP,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORP.,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION,Northern Trust Custody Services
"THE NORTHERN TRUST INTERNATIONAL BANKING CORPORATION, NJ",Northern Trust Custody Services
THE NORTHERN TRUST INTERNATIONAL BANKING CRP,Northern Trust Custody Services
THE NORTHERN TRUST INT'L BANKING CORPORATION,Northern Trust Custody Services
THE NORTHERN TRUST INT'L BANKING CORPORATION,Northern Trust Custody Services
THE PICTET GROUP,Northern Trust Custody Services
THE PRIVATE BANK,The Private Bank
THE PRIVATE BANK,The Private Bank
THE PRIVATE BANK,The Private Bank
THE PRIVATE BANK,The Private Bank
THE PRIVATE BANK AND TRUST COMPANY,The Private Bank
THE PRIVATE BANK AND TRUST COMPANY,The Private Bank
THE PRIVATEBANK,The Private Bank
THE PRIVATEBANK,The Private Bank
THE PRIVATEBANK AND TRUST COMPANY,The PrivateBank and Trust
THE PRIVATEBANK AND TRUST COMPANY,The PrivateBank and Trust
THE PRIVATEBANK AND TRUST COMPANY,The PrivateBank and Trust
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
THE ROYAL BANK OF SCOTLAND PLC,Royal Bank of Scotland
TRINIDAD & TOBAGO CENTRAL DEPOSITORY,Trinidad and Tobago Central Depository
TRINIDAD & TOBAGO CENTRAL DEPOSITORY,Trinidad and Tobago Central Depository
TUTUNSKA BANKA,NLB Tutunska banka
U.S. BANCORP,US Bancorp Fund Services
U.S. BANCORP,US Bancorp Fund Services
U.S. BANCORP,US Bancorp Fund Services
U.S. BANCORP,US Bancorp Fund Services
U.S. BANCORP,US Bancorp Fund Services
"U.S. BANCORP FUND SERVICES, LLC",US Bancorp Fund Services
"U.S. BANCORP INVESTMENTS, INC.",US Bancorp Fund Services
U.S. BANK INSTITUTIONAL TRUST & CUSTODY,U.S. Bank Institutional Trust & Custody
U.S. BANK INSTITUTIONAL TRUST & CUSTODY,U.S. Bank Institutional Trust & Custody
U.S. BANK INSTITUTIONAL TRUST & CUSTODY,U.S. Bank Institutional Trust & Custody
U.S. BANK INSTITUTIONAL TRUST & CUSTODY,U.S. Bank Institutional Trust & Custody
U.S. BANK N.A.,U.S. Bank National Association
U.S. BANK N.A.,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL ASSOCIATION,U.S. Bank National Association
U.S. BANK NATIONAL BANK,U.S. Bank National Association
"U.S. BANK, N.A.",U.S. Bank National Association
"U.S. BANK, N.A.",U.S. Bank National Association
"U.S. BANK, NA",U.S. Bank National Association
"U.S. BANK, NA, INSTITUTIONAL TRUST & CUSTODY",U.S. Bank Institutional Trust & Custody
"U.S. BANK, NATIONAL ASSOCIATION",U.S. Bank National Association
"U.S. BANK, NATIONAL ASSOCIATION",U.S. Bank National Association
UBS,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG,UBS
UBS AG (LONDON),UBS
UBS AG LONDON,UBS
"UBS AG, LONDON BRANCH",UBS
"UBS AG, LONDON BRANCH",UBS
"UBS AG, LONDON BRANCH",UBS
"UBS AG, LONDON BRANCH",UBS
"UBS AG, LONDON BRANCH",UBS
"UBS AG, SINGAPORE BRANCH",UBS
UBS BRASIL CORRETORA DE CAMBIO,UBS
UBS FINANCIAL SERVICES,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
UBS FINANCIAL SERVICES INC.,UBS
"UBS FINANCIAL SERVICES, INC.",UBS
UBS LIMITED,UBS
UBS LIMITED,UBS
UBS SECURITIES AG,UBS
UBS SECURITIES AG,UBS
UBS SECURITIES AUSTRALIA LIMITED,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SECURITIES LLC,UBS
UBS SWITZERLAND AG,UBS
UBS SWITZERLAND AG,UBS
"UBS, AG",UBS
"UBS, AG",UBS
"UBS, AG",UBS
US BANCORP FUND SERVICES,US Bancorp Fund Services
"US BANCORP FUND SERVICES, LLC",US Bancorp Fund Services
"US BANCORP FUND SERVICES, LLC",US Bancorp Fund Services
US BANK N.A.,U.S. Bank National Association
US BANK N.A.,U.S. Bank National Association
US BANK NA,U.S. Bank National Association
US BANK NA,U.S. Bank National Association
US BANK NATIONAL ASSOCIATION,U.S. Bank National Association
US BANK NATIONAL ASSOCIATION,U.S. Bank National Association
"US BANK, NA",U.S. Bank National Association
"US BANK, NA",U.S. Bank National Association
"US BANK, NA",U.S. Bank National Association
"US BANK, NATIONAL ASSOCIATION",U.S. Bank National Association
"US BANK, NATIONAL ASSOCIATION",U.S. Bank National Association
"US BANK, NATIONAL ASSOCIATION",U.S. Bank National Association
US BANKCORP,US Bancorp Fund Services
VANGUARD CAPITAL,Vanguard Marketing Corporation
VANGUARD CAPITAL,Vanguard Marketing Corporation
VANGUARD CAPITAL,Vanguard Marketing Corporation
VANGUARD MARKETING CORPORATION,Vanguard Marketing Corporation
V-BANK AG,V-Bank
VICTOR PAULLIER & CIA.,Victor Paullier & Cia
WEDBUSH SECURITIES INC.,Wedbush Securities
WEDBUSH SECURITIES INC.,Wedbush Securities
WEDBUSH SECURITIES INC.,Wedbush Securities
WEDBUSH SECURITIES INC.,Wedbush Securities
WEDBUSH SECURITIES INC.,Wedbush Securities
"WEDBUSH SECURITIES, INC.",Wedbush Securities
"WEEDEN PRIME SERVICES, LLC.",Weeden Prime Services
WELLS FARGO,Wells Fargo
WELLS FARGO,Wells Fargo
WELLS FARGO,Wells Fargo
WELLS FARGO,Wells Fargo
WELLS FARGO & CO.,Wells Fargo
WELLS FARGO & CO.,Wells Fargo
WELLS FARGO & COMPANY,Wells Fargo
"WELLS FARGO ADVISORS, LLC",Wells Fargo Advisors
WELLS FARGO BANK,Wells Fargo
WELLS FARGO BANK,Wells Fargo
WELLS FARGO BANK,Wells Fargo
WELLS FARGO BANK,Wells Fargo
WELLS FARGO BANK,Wells Fargo
WELLS FARGO BANK N.A,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK N.A.,Wells Fargo
WELLS FARGO BANK NA,Wells Fargo
WELLS FARGO BANK NA,Wells Fargo
WELLS FARGO BANK NA,Wells Fargo
WELLS FARGO BANK NA,Wells Fargo
"WELLS FARGO BANK, N.A",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, N.A.",Wells Fargo
"WELLS FARGO BANK, NA",Wells Fargo
"WELLS FARGO BANK, NA",Wells Fargo
"WELLS FARGO BANK, NA",Wells Fargo
"WELLS FARGO BANK, NA",Wells Fargo
"WELLS FARGO BANK, NA",Wells Fargo
"WELLS FARGO BANK, NA",Wells Fargo
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Wells Fargo
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Wells Fargo
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Wells Fargo
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Wells Fargo
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Wells Fargo
"WELLS FARGO CLEARING SERVICES, LLC",Wells Fargo
"WELLS FARGO CLEARING SERVICES, LLC",Wells Fargo
"WELLS FARGO CLEARING SERVICES, LLC",Wells Fargo
WELLS FARGO COMPANY,Wells Fargo
WELLS FARGO INSTITUTIONAL RETIREMENT AND TRUST,Wells Fargo
WELLS FARGO INSTITUTIONAL RETIREMENT AND TRUST,Wells Fargo
WELLS FARGO INSTITUTIONAL RETIREMENT AND TRUST,Wells Fargo
WELLS FARGO INSTITUTIONAL RETIREMENT AND TRUST,Wells Fargo
WELLS FARGO INSTITUTIONAL TRUST,Wells Fargo
WELLS FARGO N.A.,Wells Fargo
WELLS FARGO PRIME SERVICES,Wells Fargo
WELLS FARGO PRIME SERVICES LLC,Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
"WELLS FARGO PRIME SERVICES, LLC",Wells Fargo
WELLS FARGO PRIVATE BANK,Wells Fargo
WELLS FARGO SECURITIES,Wells Fargo
WELLS FARGO SECURITIES,Wells Fargo
WELLS FARGO SECURITIES,Wells Fargo
WELLS FARGO SECURITIES INC.,Wells Fargo
WELLS FARGO SECURITIES INC.,Wells Fargo
WELLS FARGO SECURITIES INC.,Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
"WELLS FARGO SECURITIES, LLC",Wells Fargo
WELLS FARGO TRUST,Wells Fargo
"WELLS FARGO, N.A.",Wells Fargo
"WELLS FARGO, N.A. CORPORATE TRUST & ESCROW SERVICES",Wells Fargo
"WELLS FARGO, N.A., CORPORATE TRUST & ESCROW SERVICES",Wells Fargo
WILMINGTON TRUST,Wilmington Trust
WILMINGTON TRUST,Wilmington Trust
WILMINGTON TRUST COMPANY,Wilmington Trust
WILMINGTON TRUST COMPANY,Wilmington Trust
"WINSLOW, EVANS & CROCKER, INC.","Winslow, Evans & Crocker Inc."
WINTRUST BANK,Wintrust Bank
WINTRUST BANK,Wintrust Bank
WINTRUST FINANCIAL,Wintrust Bank
WINTRUST FINANCIAL CORPORATION,Wintrust Bank
WINTRUST FUNDS GROUP,Wintrust Bank
